Type NM Description,PersonID NM,ReportNumber NM,ActionPriorToCrash NM,ActionPriorToCrash NM Description,Age NM,City NM,ContactPoint NM,ContactPoint NM Description,DistractedByAction NM,DistractedByAction NM Description,DistractedBySource,DistractedBySource Description,Gender NM,IncidentResponder NM,IncidentResponder NM Description,InjuryStatus NM,InjuryStatus NM Description,Location NM,Location NM Description,OriginDestination NM,OriginDestination NM Description,State NM,StruckByVehID NM,Type NM,Unknown NM,ZipCode NM
Pedestrian,d9319b0e-ea4f-4829-aa86-d1457440f0c9,DA4350001H,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),55,TAKOMA PARK,99,Unknown,99,Unknown,99,Unknown,M,01,No,03,Suspected Minor Injury,06,Shoulder/Roadside,99,Unknown,MD,a5bc6004-640d-48b2-bb95-1f03dd8a0079,06,N,20912
Scooter (electric),5f84b1c7-a1f7-4881-853f-9927719eb1f5,MSP7287004K,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),29,ABERDEEN,99,Unknown,99,Unknown,99,Unknown,M,01,No,03,Suspected Minor Injury,06,Shoulder/Roadside,99,Unknown,MD,ffb1d74a-540e-4ff4-b1cd-0c933863ed3c,102,N,21001
Pedestrian,4b780041-af31-42b7-8a01-91b34b51e2f1,MTA03740033,07,Walking/Cycling on Sidewalk,65,BALTIMORE,99,Unknown,99,Unknown,99,Unknown,M,01,No,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,ad0f955a-758c-470e-902e-fb7c1377e917,06,N,21213
Cyclist (non-electric),663ab215-50a3-44fd-8a51-b1d955f6e689,MCP33980016,07,Walking/Cycling on Sidewalk,32,GAITHERSBURG,99,Unknown,99,Unknown,99,Unknown,M,01,No,03,Suspected Minor Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,b744cac7-bc27-4960-8386-63bf3d6b528f,101,N,20879
Pedestrian,9e92db38-69da-4917-af2d-a730d5494660,ADK9930007,100,Cross/Enter at Intersection,5,BALTIMORE,99,Unknown,99,Unknown,99,Unknown,M,02,EMS,03,Suspected Minor Injury,06,Shoulder/Roadside,99,Unknown,MD,ca17d9e8-679a-400c-9772-81d5966f852d,06,N,21076
Unknown,11ce1df3-58e7-4471-8b8e-c89d2ea8c684,ADK8100023,100,Cross/Enter at Intersection,57,BALTIMORE,99,Unknown,99,Unknown,99,Unknown,M,02,EMS,03,Suspected Minor Injury,03,Intersection – Other,99,Unknown,MD,fa978600-704d-488a-9996-43ada0f1ce7f,99,N,21230
Pedestrian,c04a6176-afa4-4b3c-800b-9b7e2ea16db9,MCP3052003Y,00,None,60,MONTGOMERY VILLAGE,99,Unknown,99,Unknown,99,Unknown,M,02,EMS,03,Suspected Minor Injury,07,Travel Lane – Other Location,99,Unknown,MD,6b58b8df-7cb1-4233-861b-4b081ba84173,06,N,20886
Unknown,514deefc-7775-4c30-a100-a77bb1fc9b92,ADK922000S,99,Unknown,55,BALTIMORE,99,Unknown,99,Unknown,99,Unknown,M,02,EMS,03,Suspected Minor Injury,03,Intersection – Other,99,Unknown,MD,cf286cdb-76a9-40c7-9cf4-3ec8da315939,99,N,21217
Cyclist (non-electric),e4722340-a779-4a3d-9f05-85f3bfb9e540,ADK3780028,99,Unknown,30,BALTIMORE,99,Unknown,99,Unknown,99,Unknown,M,04,Police,03,Suspected Minor Injury,03,Intersection – Other,99,Unknown,MD,007c4afe-fdb3-4410-ab4b-af51e7995682,101,N,21213
Unknown,33543886-326b-40e8-8c23-6cceb0d2cdc3,ADK946000V,99,Unknown,72,BALTIMORE,99,Unknown,99,Unknown,99,Unknown,M,98,Other,03,Suspected Minor Injury,99,Unknown,99,Unknown,MD,99992de9-24db-4522-bc2a-e1a9bf4a23e0,99,N,21231
Pedestrian,ae6b1a84-bcc7-4e18-a633-2fdad8ccb273,ADK677001W,100,Cross/Enter at Intersection,16,BALTIMORE,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,ba834270-3703-4e62-9245-5f8eb830caac,06,N,21215
Pedestrian,74f04b4d-16dc-42d4-8a44-e4deaaa36c72,EJ7884006S,100,Cross/Enter at Intersection,27,LANGLEY PARK,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,ef69b47e-58df-47b1-ab4a-37c2d5f53c03,06,N,20873
Pedestrian,1a8e1808-19db-4f7e-9ed2-2d94a929ece2,ADK5360023,100,Cross/Enter at Intersection,36,BALTIMORE,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,9cf0859f-d8d2-48d6-b879-05ad34c3a6f9,06,N,21230
Pedestrian,ef9f526a-6f23-4f33-9377-50a0e74a0e23,MCP3050005L,100,Cross/Enter at Intersection,51,ROCKVILLE,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,1260333f-6d41-4609-9e08-87033ad4a524,06,N,20852
Pedestrian,0e5ce806-a15d-494c-a39b-f7520e3a7811,AE68350007,100,Cross/Enter at Intersection,1,BALTIMORE,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,51fa2508-6a9a-42ab-a30f-93a0558a6829,06,N,21236
Pedestrian,80f9ba46-ab3c-4201-8905-57ca87e3c7f6,MCP2455006M,100,Cross/Enter at Intersection,37,BETHESDA,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,c5b2cc5d-7811-4024-a17e-ca1ef5627a51,06,N,20894
Pedestrian,57320c08-e8dc-4bc6-b348-80f5f8217d07,ADK998000B,100,Cross/Enter at Intersection,26,ROSEDALE,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,03,Intersection – Other,99,Unknown,MD,1673825f-2a45-42c2-98e0-d34ce4b7743e,06,N,21237
Cyclist (non-electric),48f906cd-f38c-4c26-b3c5-4f1364279f4c,MCP1378018K,100,Cross/Enter at Intersection,50,SILVER SPRING,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,dd7d93f3-674c-4418-ae22-bb242969f171,101,N,20901
Cyclist (non-electric),c4dc4c58-bff7-4007-a6d6-f7b9fdfd5437,MCP30840076,100,Cross/Enter at Intersection,54,BETHESDA,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,c383d9e8-ae95-4a27-98c4-c613ee058f3d,101,N,20817
Cyclist (non-electric),1d2bcd06-b4ca-4241-ae15-179f30f37345,AE620600BL,100,Cross/Enter at Intersection,36,MIDDLE RIVER,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,644c7d39-b52c-44d8-a9dc-cb1fbfc85538,101,N,21220
Cyclist (non-electric),a2235ff7-1d8f-4476-8f8c-3d75cef2566a,AE6636002L,100,Cross/Enter at Intersection,24,DUNDALK,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,03,Intersection – Other,99,Unknown,MD,a9be7e38-abd5-49c7-b9d2-c8396c67fc84,101,N,21222
Scooter (electric),3fb87233-ba57-44bf-9483-d4e55f95a37e,ADK537003T,100,Cross/Enter at Intersection,30,BALTIMORE,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,e18ff67b-0264-46fc-8681-ceb9e5bf36c4,102,N,21202
Pedestrian,2485b7f7-5401-47f6-9357-af938de2e932,AE6266006L,101,Cross/Enter Not at Intersection,49,WINDSOR MILL,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,07,Travel Lane – Other Location,99,Unknown,MD,2f5cc2b6-75a9-4090-81ba-48ab0e866600,06,N,21244
Pedestrian,662e7265-00b9-4f81-b72c-6ed95c9deb3e,CC0278005K,101,Cross/Enter Not at Intersection,20,WASHINGTON,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,98,Other,99,Unknown,DC,c174fdf6-4bb1-41da-ba54-d1153378fa8e,06,N,20017
Unknown,2a221d92-22ee-4ea8-8d01-8b7438edb3a2,ADK946000P,101,Cross/Enter Not at Intersection,39,BALTIMORE,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,98,Other,99,Unknown,MD,07dfc4d2-9353-48bb-9bb4-cfb5dfb2758a,99,N,21202
Scooter (non-Electric),bcaa7fd7-0224-4ff6-9290-0596d4d458fc,ADK711000X,00,None,16,BALTIMORE,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,2d980bf1-0351-4c10-bc99-09bc4d3134ac,10,N,21205
Pedestrian,9511bc78-80f2-4ab8-a204-2e09715f20c0,MSP7502001W,102,Standing,24,OWINGS MILLS,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,06,Shoulder/Roadside,99,Unknown,MD,c7293118-dca2-416b-bf8e-2c483aacd461,06,N,21117
Cyclist (non-electric),e5d43f2f-8167-411f-88f1-add9f68f2a0c,DS0243002F,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),19,CLARKSVILLE,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,07,Travel Lane – Other Location,99,Unknown,MD,cdcae737-a247-469b-aad0-96f074eb9bd1,101,N,21029
Pedestrian,4767700c-2c1f-4fde-902c-e1eb5fc9657f,AE59830056,07,Walking/Cycling on Sidewalk,62,RANDALLSTOWN,03,Right,00,Not Distracted,,,M,01,No,04,Possible Injury,17,Sidewalk,99,Unknown,MD,ccb57d48-7830-4f68-813a-e0898f291b36,06,N,21133
Cyclist (non-electric),fdd3f724-56e6-451d-abdb-6a2ae02800ab,ADK5130040,07,Walking/Cycling on Sidewalk,50,BALTIMORE,03,Right,00,Not Distracted,,,M,04,Police,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,5f0d7400-fe7e-4ec9-9bc5-c4f152e7a257,101,N,21201
Pedestrian,999ac8fc-72a0-4cbf-b1a3-f9bf026b880e,AE6256004Z,100,Cross/Enter at Intersection,34,COCKEYSVILLE,03,Right,01,Talking/listening,02,Hand-Held Mobile Phone,M,01,No,04,Possible Injury,07,Travel Lane – Other Location,99,Unknown,MD,9456e5e0-83b3-4c92-9fa0-d74eea43e35f,06,N,21030
Cyclist (non-electric),95eabcd5-4005-4c04-8ad6-51732d10f18b,BS0604002T,100,Cross/Enter at Intersection,35,FREDERICK,03,Right,03,"Other Action (looking away from task, etc.)",06,External (to vehicle/non-motorist area),M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,c2fb6e73-7fe1-441b-b5de-af3c8d15703c,101,N,21702
Pedestrian,dd4bac76-2a9c-49e5-978f-1d392e235e4b,ADK2440048,100,Cross/Enter at Intersection,44,BALTIMORE,03,Right,99,Unknown,99,Unknown,M,01,No,04,Possible Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,c7966264-9bd1-4312-9dbb-15c80d286b02,06,N,21217
Pedestrian,17651d1d-14b0-4226-89e1-b355f0a0b96e,DA4395001B,100,Cross/Enter at Intersection,35,UNK,03,Right,99,Unknown,99,Unknown,M,01,No,04,Possible Injury,07,Travel Lane – Other Location,99,Unknown,MD,645f21c3-3501-4c44-bfe7-2ff599976286,06,N,00000
Cyclist (non-electric),36811a71-50a8-4b11-b4fa-3c00faff7a6e,CB6501000C,100,Cross/Enter at Intersection,14,ELLICOTT CITY,03,Right,99,Unknown,99,Unknown,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,b2228fee-9793-4c2e-8bee-af69b5f3a48e,101,N,21043
Cyclist (non-electric),d6d48938-4c4f-413e-a59d-b35c9d99d747,RD0131004X,100,Cross/Enter at Intersection,35,UNKNOWN,03,Right,99,Unknown,99,Unknown,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,XX,d0c36e90-488c-4104-b26f-4a072a46ebd8,101,N,UNKNOWN
Pedestrian,1e146e97-b388-45f0-9077-e79b475ad44a,DA4304005B,101,Cross/Enter Not at Intersection,46,WHITE PLAINS,03,Right,99,Unknown,99,Unknown,M,01,No,04,Possible Injury,98,Other,99,Unknown,MD,140d0513-623e-4d75-a405-1de7849cdf24,06,N,20695
Pedestrian,6b7e4747-a846-4b31-8e01-bbffb130ac41,DA4049004D,105,Other Working,22,LANHAM,03,Right,99,Unknown,99,Unknown,M,01,No,04,Possible Injury,14,Driveway Access,99,Unknown,MD,f02b8112-abc6-46f9-8328-cffdf9b3182e,06,N,20706
Pedestrian,0589f83d-5acd-4781-b266-0c3ac0c5cbd7,DA4161005X,05,Walking/Cycling Along Roadway Against Traffic (In or Adjacent to Travel Lane),31,HYATTSVILLE,03,Right,99,Unknown,99,Unknown,M,01,No,04,Possible Injury,07,Travel Lane – Other Location,99,Unknown,MD,fa0ef289-a2ca-41de-96d2-e38bbc57c704,06,N,20783
Cyclist (non-electric),7b5c696a-df3c-41c8-81eb-02d6f255a249,BP1132000Z,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),15,OXON HILL,03,Right,99,Unknown,99,Unknown,M,01,No,04,Possible Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,9658ebba-3a99-4a8b-bff4-fda7f34e2263,101,N,20748
Cyclist (Electric),c73ed6f3-daf1-4cac-90fc-5097228b9c76,DA3726009L,07,Walking/Cycling on Sidewalk,52,UNKNOWN,03,Right,99,Unknown,99,Unknown,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,688e1b28-0d9b-445a-ac2a-68686e80718e,100,N,20782
Pedestrian,ccd54057-dd5e-446e-ad8d-4a376a4ef0de,ADK577002Q,100,Cross/Enter at Intersection,31,BALTIMORE,03,Right,99,Unknown,99,Unknown,M,02,EMS,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,38ccdc0c-61a4-4eb4-84ef-f68ce71c88f3,06,N,21217
Pedestrian,2281fe82-ab66-4dc9-b7f4-0d37264a1b92,DA405300JR,99,Unknown,61,HYATTSVILLE,03,Right,99,Unknown,99,Unknown,M,02,EMS,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,c3357ca8-b49c-49fa-a092-eed1f5ebb717,06,N,20783
Cyclist (non-electric),f71387c9-4962-48ab-a626-95590688b8be,ADK864001B,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),14,BALTIMORE,03,Right,99,Unknown,99,Unknown,M,02,EMS,04,Possible Injury,16,Shared-Use Path or Trail,99,Unknown,MD,c79ff7b2-7316-4a8c-b2ac-a1b6e1ed6def,101,N,21229
Pedestrian,a012cf78-c027-4fb2-a1d3-d294bf1a79a5,MSP1761009L,100,Cross/Enter at Intersection,46,ROCKVILLE,06,Rear,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,fa471dc7-099a-4f54-b120-db0a2787087c,06,N,20852
Occupant Of a Non-Motor Vehicle Transportation Device,d5fff7e1-a794-4f6c-81e8-3cba3db21f00,ADK616004G,100,Cross/Enter at Intersection,29,BALTIMORE,06,Rear,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,e81595a6-b647-40fe-9ce7-b3c574ec4be3,08,N,21213
Pedestrian,e183e2de-a5fd-4c0c-a478-0677e690a5c8,CA7765002L,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),37,HAVRE DE GRACE,06,Rear,00,Not Distracted,,,M,01,No,04,Possible Injury,98,Other,99,Unknown,MD,e928ecb6-d177-4cd2-bfd1-134357de5948,06,N,21078
Cyclist (non-electric),103f55e6-0a78-4393-a5b7-596b2d953277,DA2720006L,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),51,TEMPLE HILLS,06,Rear,00,Not Distracted,,,M,01,No,04,Possible Injury,07,Travel Lane – Other Location,99,Unknown,MD,fb8fdd20-70c4-4f02-8f28-71d3fb3c8bcb,101,N,20748
Cyclist (non-electric),4f288c59-bb40-4b6c-a520-77c6b9599ab2,MCP2837006N,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),57,NORTH POTOMAC,06,Rear,00,Not Distracted,,,M,01,No,04,Possible Injury,07,Travel Lane – Other Location,99,Unknown,MD,aba4bc59-9e1f-4a27-ac3a-d44d387946df,101,N,20878
Scooter (electric),6851231d-9e41-4653-9040-1f71f03f62bb,ADK840001J,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),39,BALTIMORE,06,Rear,00,Not Distracted,,,M,01,No,04,Possible Injury,07,Travel Lane – Other Location,99,Unknown,MD,1d19c2ea-c503-466c-a2b1-1e39763dc20b,102,N,21224
Pedestrian,9bd2a1a9-790e-4552-a858-f1aeea8d7233,MCP2761005W,07,Walking/Cycling on Sidewalk,60,BOYDS,06,Rear,00,Not Distracted,,,M,01,No,04,Possible Injury,17,Sidewalk,99,Unknown,MD,77ce7211-16d2-47b0-98e5-03bbb133c787,06,N,20841
Pedestrian,ace5a8aa-29de-4a86-af97-626a1625af93,BJ05230025,07,Walking/Cycling on Sidewalk,60,EASTON,06,Rear,00,Not Distracted,,,M,01,No,04,Possible Injury,98,Other,99,Unknown,MD,fd39089b-7510-4f2f-86e3-1bbbba3ad670,06,N,21601
Cyclist (non-electric),c4d6cd5e-28ba-42bd-aa0e-30ea8faeebd7,ZH04550025,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),17,WALDORF,06,Rear,01,Talking/listening,03,Other Electronic Device,M,01,No,04,Possible Injury,07,Travel Lane – Other Location,99,Unknown,MD,e333795f-1f8c-475c-9edd-fbc1eeb56b6b,101,N,20601
Pedestrian,c19076b7-b797-440b-bef3-c702ace9e4e7,ADK496003F,98,Other,46,GWYNN OAK,06,Rear,02,"Manually Operating (dialing, playing game, etc.)",99,Unknown,M,01,No,04,Possible Injury,06,Shoulder/Roadside,99,Unknown,MD,1719561c-2e73-41e2-afff-e43a81effb55,06,N,21207
Pedestrian,6a0daa35-4ed7-4a93-a491-863c532c424a,ADK9980007,98,Other,74,BALTIMORE,06,Rear,03,"Other Action (looking away from task, etc.)",07,"Other Distraction (animal, food, grooming)",M,01,No,04,Possible Injury,98,Other,99,Unknown,MD,cf0e7dd6-5456-40f1-9c70-b9456d968b88,06,N,21213
Scooter (electric),e8c927b0-3a6a-46f3-af56-6c40babc9bd8,ADK744001R,100,Cross/Enter at Intersection,20,BALTIMORE,06,Rear,99,Unknown,99,Unknown,M,01,No,04,Possible Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,2a586e15-8398-48e8-8dd3-ef296b94e0a0,102,N,21216
Pedestrian,bc24a1af-6cf2-4e28-84ee-3b7bee5daae2,AE62060088,100,Cross/Enter at Intersection,12,ESSEX,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,02d7059e-015e-4d61-bf30-8b380a0c5400,06,N,21221
Pedestrian,a7d525ce-5919-4831-927a-dab26f246f2e,ADK886001H,100,Cross/Enter at Intersection,15,BALTIMORE,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,f5800c9d-a7e2-4c3f-89af-c28bc7e92724,06,N,21213
Pedestrian,b03fd1d4-b716-4cf4-9bc8-84fc7fc8cb9c,AE44010193,100,Cross/Enter at Intersection,28,BALTIMORE,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,4e93d464-340c-4ae6-8cb7-111a65b7dc2f,06,N,21222
Pedestrian,39216e08-caf3-4cd4-a8f5-73c8028c3307,AE442401G8,100,Cross/Enter at Intersection,36,BALTIMORE,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,9003d0c9-59df-4edb-9348-aa11868754ea,06,N,21244
Pedestrian,6000818a-70cf-4d83-8f6e-d2fc4a4bfd40,EJ7879004C,100,Cross/Enter at Intersection,57,ROCKVILLE,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,4d0e9b8d-6da0-47fd-b847-5b3edfa99c59,06,N,20850
Pedestrian,c169ae40-2123-42c9-ba3b-1b0095bbdc5e,MCP3319002C,100,Cross/Enter at Intersection,60,SILVER SPRING,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,619742cc-4d6d-41a0-b6a7-c33437d26ccf,06,N,20910
Pedestrian,bcc73a63-22df-47ca-842f-4fa2c57e34b3,ADK9240004,100,Cross/Enter at Intersection,91,BALTIMORE,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,556e91f9-a537-4204-ad65-b7b3a00b57e9,06,N,21213
Pedestrian,0a62d356-1acc-434a-91e4-900bb21cb2b2,DA3971003Q,100,Cross/Enter at Intersection,69,HYATTSVILLE,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,e58f2c08-5dcf-4d08-ab1e-e80f7fecd898,06,N,20784
Pedestrian,360d7d60-488b-4899-ba20-78399fb27cd8,DA4400000G,100,Cross/Enter at Intersection,19,OXON HILL,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,03,Intersection – Other,99,Unknown,MD,556d3dc4-0fcb-47ab-af67-fb71eeb2e043,06,N,20745
Pedestrian,faa7adec-4b5f-4ef1-830f-e88d5f4bd0b9,ADK6160055,100,Cross/Enter at Intersection,22,BALTIMORE,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,03,Intersection – Other,99,Unknown,MD,dd9b1b84-7567-433e-81b8-37e3fbc38ce4,06,N,21230
Cyclist (non-electric),8d87fe9c-dc03-49c2-bea2-a292e267d90b,AE6757000R,100,Cross/Enter at Intersection,20,ESSEX,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,02,Intersection – Unmarked Crosswalk,99,Unknown,MD,65d49e8a-b0f7-4403-8a2a-7ddba6fe3287,101,N,21221
Pedestrian,d0368a99-1419-4b2b-94eb-f2382f17b29a,ADK880001C,101,Cross/Enter Not at Intersection,43,BALTIMORE,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,07,Travel Lane – Other Location,99,Unknown,MD,4052c6ed-7f31-48c4-87b0-bb916eab7fd1,06,N,21217
Pedestrian,ef5325a2-dee6-458a-9200-5b4b29f20d50,AE5941006L,101,Cross/Enter Not at Intersection,46,ESSEX,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,07,Travel Lane – Other Location,99,Unknown,MD,ef3a44c6-ef15-42e7-95cc-2544ccee4351,06,N,21221
Pedestrian,311db459-9ed4-491c-9393-58f95988fffc,AE59410070,101,Cross/Enter Not at Intersection,64,WINDSOR MILL,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,07,Travel Lane – Other Location,99,Unknown,MD,65c6c085-1bc6-48ec-912c-34e3d58f7cc3,06,N,21244
Pedestrian,c4d54c40-978a-401d-a248-f09dfe3cca0b,ADK973001D,00,None,42,YORK,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,99,Unknown,99,Unknown,PA,1fc23355-4499-4e19-9476-8218443d0c98,06,N,17403
Occupant of Motor Vehicle Not in Transport,a4028c5f-4576-47e0-86ec-f23c1957d869,CB5906006M,105,Other Working,21,CHESTNUT HILL COVE,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,07,Travel Lane – Other Location,99,Unknown,MD,0801233c-3f3b-4713-b24e-b76cf2195e0b,103,N,21226
Pedestrian,969cc088-eda4-4896-9c0e-76919ee64054,MSP733300CC,99,Unknown,30,KANSAS CITY,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,07,Travel Lane – Other Location,99,Unknown,MO,23e2428e-57a2-449d-ad11-4a863c2aecc6,06,N,64163
Pedestrian,63f13e4c-76dc-4359-8859-fd86730e184f,CB6344001D,99,Unknown,38,HAMPSTEAD,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,99,Unknown,99,Unknown,MD,18d11fa0-3650-4a5a-8e2f-c18009b0e201,06,N,21074
Occupant Of a Non-Motor Vehicle Transportation Device,70d5f4d1-54e9-48a3-a129-4d6edb1e4491,ZD7988001B,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),68,NORTH BEACH,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,06,Shoulder/Roadside,99,Unknown,MD,f6e1fa9b-2e73-4078-b184-4bc3ea38b564,08,N,20714
Unknown,c3d0a554-20ac-47e3-83c0-ea16c529b59c,AE6640003M,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),29,SEVERN,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,98,Other,99,Unknown,MD,311c897e-395b-4d98-87f5-3861cdb942c2,99,N,21144
Cyclist (non-electric),39774c9a-2033-4f08-adb5-249d4d4239aa,ADK537003J,07,Walking/Cycling on Sidewalk,31,BALTIMORE,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,79099244-00ed-4731-a315-134d745b93cb,101,N,21202
Cyclist (non-electric),59a634c6-ce18-41a9-ae37-0f0d66af6965,MCP31110088,07,Walking/Cycling on Sidewalk,44,BETHESDA,09,Left,00,Not Distracted,,,M,01,No,04,Possible Injury,10,On-Street Bike Lanes,99,Unknown,MD,153af2f6-5417-4219-b35d-a94dc72d756e,101,N,20814
Pedestrian,05be5c41-ea31-4934-b700-a6b36e9113c4,DA405300JR,100,Cross/Enter at Intersection,19,HYATTSVILLE,09,Left,00,Not Distracted,,,M,02,EMS,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,c3357ca8-b49c-49fa-a092-eed1f5ebb717,06,N,20783
Wheelchair (non-electric),c6efb391-60b2-436b-b9b1-f099638309b0,MTA0460000R,101,Cross/Enter Not at Intersection,60,BALTIMORE,09,Left,00,Not Distracted,,,M,02,EMS,04,Possible Injury,01,Intersection – Marked Crosswalk,99,Unknown,MD,ad942d5f-69c8-4647-a0a2-a809b08b010c,12,N,21216
Pedestrian,e42baca8-b9bc-45d0-8491-1e747c47e2e9,ADK5360021,07,Walking/Cycling on Sidewalk,63,BALTIMORE,09,Left,00,Not Distracted,,,M,02,EMS,04,Possible Injury,17,Sidewalk,99,Unknown,MD,0123bdc8-01e8-4423-ab5f-85289a448068,06,N,21230
Pedestrian,8b072cb7-d52b-4554-8329-431ca1eb2c29,DA4356002F,98,Other,38,DISTRICT HEIGHTS,09,Left,00,Not Distracted,,,M,04,Police,04,Possible Injury,05,Midblock – Marked Crosswalk,99,Unknown,MD,bdabf395-6549-442b-9b58-a3596d218c97,06,N,20747
Pedestrian,87e4764e-8571-4d0d-8ab2-1975041af124,CW0036000D,06,Walking/Cycling Along Roadway With Traffic (In or Adjacent to Travel Lane),40,EDGEWOOD,09,Left,00,Not Distracted,,,M,04,Police,04,Possible Injury,06,Shoulder/Roadside,99,Unknown,MD,f7f2971a-8e22-4d44-93ab-28902baaffdb,06,N,21040
